"Title","Creator","Contributors","Date","Approximate Date","Source","Subject","Local Subject","S.C. County","Description","Extent","Digital Collection","Website","Contributing Institution","Rights","Time Period","Geographic Location","Language","Digitization Specifications","Date Digital","Type","Format","Media Type","Identifier","Note","Digital Assistant","OCLC number","Date created","Date modified","Reference URL","CONTENTdm number","CONTENTdm file name","CONTENTdm file path","Year","Original Transcript","Original Len","Special Pattern","General Pattern","Repeat Chars","Short/No Transcript","Quality","Issue Types","Detected Artifacts"
"Men entering and exiting a building","","","","","","African American men","","","A man walking out of a brick building as another man walks into it.","1 item","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","United States","English","600ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","","Still Image","image/jpeg","Photographs;Images (object genre)","mccrayphoto-misc9-002","","Sarah Moore; Alyn Carr; Rhea M. Ray","","2022-08-23","2022-08-23","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/19463",19463.0,"23574.jp2","/p17173coll38/image/23574.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Portrait of a young girl","","","","","","Girls","","","A cropped portrait of a young girl.","1 item","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","United States","English","600ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","","Still Image","image/jpeg","Photographs;Images (object genre)","mccrayphoto-misc9-003","","Sarah Moore; Alyn Carr; Rhea M. Ray","","2022-08-23","2022-08-23","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/19464",19464.0,"23575.jp2","/p17173coll38/image/23575.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Women holding newspapers","","","","","","African American women","","","Two women sitting on the arms of a chair holding newspapers.","1 item","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","United States","English","600ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","","Still Image","image/jpeg","Photographs;Images (object genre)","mccrayphoto-misc9-004","","Sarah Moore; Alyn Carr; Rhea M. Ray","","2022-08-23","2022-08-23","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/19465",19465.0,"23576.jp2","/p17173coll38/image/23576.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"A group of men in an office","","","","","","Men","","","Three men sitting at a desk with seven men standing behind them.  A flower-shaped clock is on the wall in the background.","1 item","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","United States","English","600ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","","Still Image","image/jpeg","Photographs;Images (object genre)","mccrayphoto-misc9-005","","Sarah Moore; Alyn Carr; Rhea M. Ray","","2022-08-23","2022-08-23","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/19466",19466.0,"23577.jp2","/p17173coll38/image/23577.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Men looking at papers","","","","","","Men","","","Three men sitting at a desk with four men standing behind them.  A flower-shaped clock is on the wall.","1 item","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","United States","English","600ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","","Still Image","image/jpeg","Photographs;Images (object genre)","mccrayphoto-misc9-006","","Sarah Moore; Alyn Carr; Rhea M. Ray","","2022-08-23","2022-08-23","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/19467",19467.0,"23578.jp2","/p17173coll38/image/23578.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Women and men sitting around a table","","","","","","African American men;African American women","","","A large group of men and women sitting at two long tables in a large room.  They are all in formal attire.  A stage is in the background.","1 item","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","United States","English","600ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","","Still Image","image/jpeg","Photographs;Images (object genre)","mccrayphoto-misc9-007","","Sarah Moore; Alyn Carr; Rhea M. Ray","","2022-08-23","2022-08-23","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/19468",19468.0,"23579.jp2","/p17173coll38/image/23579.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"A group with a man and woman shaking hands","","","","","","African American men;African American women","","","A man and a woman shaking hands between four other men, two on each side of them.","1 item","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","United States","English","600ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","","Still Image","image/jpeg","Photographs;Images (object genre)","mccrayphoto-misc9-008","","Sarah Moore; Alyn Carr; Rhea M. Ray","","2022-08-23","2022-08-23","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/19469",19469.0,"23580.jp2","/p17173coll38/image/23580.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Group around a dinner table","","Charles Old Studio","","","","African American men;African American women","","","Five men and one woman sitting at a long dinner table with seven men standing behind them.  A window is in the  background.","1 item","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","United States","English","600ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","","Still Image","image/jpeg","Photographs;Images (object genre)","mccrayphoto-misc9-009","Charles Old Studio stamp is on the back of the original photograph.","Sarah Moore; Alyn Carr; Rhea M. Ray","","2022-08-23","2022-08-23","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/19470",19470.0,"23581.jp2","/p17173coll38/image/23581.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Exhibition Day at Burke","","","1941-06-05 00:00:00","","","African American men;African American women;Cartoon characters","","","A collage of five photographs attached to a sheet of paper.  In pencil at the top is written:  4 cals wide, Exhibition Day at Burke.  In the top left image is a table with cartoon characters on it; top right is a man holding a cartoon character cut out to a woman; middle left is a table topped with cartoon character cutouts; bottom left is a group of 4 men standing outside reading newspapers; bottom right is two women sitting in a chair in a decorated room.  In pencil at the bottom is written:  Lighthouse.","1 item","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","World War II (1939-1945)","United States","English","600ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","","Still Image","image/jpeg","Photographs;Images (object genre)","mccrayphoto-misc9-010","Note that these photographs are attached to a single sheet of paper. On this piece of paper are a few directions on how to print these photographs in the Lighthouse and the date June 5, 1941 appears in the middle of this page.","Sarah Moore; Alyn Carr; Rhea M. Ray","","2022-08-23","2022-08-23","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/19471",19471.0,"23582.jp2","/p17173coll38/image/23582.jp2","1941","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Collage of three photographs","","","","","","African American men;African American women;African American children","","","A collage of three photographs copied onto a single sheet of paper.  In the top left image two men and one woman standing behind four women sitting down with toddlers on their laps.  The bottom left image is a portrait of a man.  The right image is a bride and groom next to floral arrangements and two candelabras.","1 item","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","United States","English","600ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","","Still Image","image/jpeg","Images (object genre)","mccrayphoto-misc9-011","","Sarah Moore; Alyn Carr; Rhea M. Ray","","2022-08-23","2022-08-23","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/19472",19472.0,"23583.jp2","/p17173coll38/image/23583.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Woman holding a poster on a stage","","","","","Manuscripts; Accession 11294.","African American men;African American women","","","A woman standing on stage holding an illustration. Other men and women on stage in the background.","1 item","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","United States","English","600ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","","Still Image","image/jpeg","Photographs;Images (object genre)","mccrayphoto-misc10-001","","Sarah Moore; Alyn Carr; Rhea M. Ray","","2022-08-23","2022-08-23","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/19474",19474.0,"23654.jp2","/p17173coll38/image/23654.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
